dt	dhsl	Mode	pCa
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.72034
0.001	0	-2	6.71973
0.001	0	-2	6.7192
0.001	0	-2	6.71879
0.001	0	-2	6.71853
0.001	0	-2	6.71844
0.001	0	-2	6.71853
0.001	0	-2	6.71879
0.001	0	-2	6.7192
0.001	0	-2	6.71973
0.001	0	-2	6.72034
0.001	0	-2	6.71977
0.001	0	-2	6.71928
0.001	0	-2	6.71889
0.001	0	-2	6.71865
0.001	0	-2	6.71857
0.001	0	-2	6.71866
0.001	0	-2	6.7189
0.001	0	-2	6.71929
0.001	0	-2	6.71978
0.001	0	-2	6.72034
0.001	0	-2	6.71978
0.001	0	-2	6.71929
0.001	0	-2	6.71891
0.001	0	-2	6.71866
0.001	0	-2	6.71857
0.001	0	-2	6.71865
0.001	0	-2	6.71889
0.001	0	-2	6.71927
0.001	0	-2	6.71977
0.001	0	-2	6.72034
0.001	0	-2	6.71953
0.001	0	-2	6.71882
0.001	0	-2	6.71827
0.001	0	-2	6.71794
0.001	0	-2	6.71785
0.001	0	-2	6.718
0.001	0	-2	6.71838
0.001	0	-2	6.71894
0.001	0	-2	6.71963
0.001	0	-2	6.72034
0.001	0	-2	6.72014
0.001	0	-2	6.71981
0.001	0	-2	6.71928
0.001	0	-2	6.71845
0.001	0	-2	6.71723
0.001	0	-2	6.7155
0.001	0	-2	6.71315
0.001	0	-2	6.71005
0.001	0	-2	6.70609
0.001	0	-2	6.70114
0.001	0	-2	6.69355
0.001	0	-2	6.68494
0.001	0	-2	6.67538
0.001	0	-2	6.66494
0.001	0	-2	6.65372
0.001	0	-2	6.64181
0.001	0	-2	6.62929
0.001	0	-2	6.61627
0.001	0	-2	6.60282
0.001	0	-2	6.58903
0.001	0	-2	6.57403
0.001	0	-2	6.55891
0.001	0	-2	6.54382
0.001	0	-2	6.52889
0.001	0	-2	6.51421
0.001	0	-2	6.49989
0.001	0	-2	6.48598
0.001	0	-2	6.47252
0.001	0	-2	6.45955
0.001	0	-2	6.44707
0.001	0	-2	6.4338
0.001	0	-2	6.4211
0.001	0	-2	6.40904
0.001	0	-2	6.39766
0.001	0	-2	6.38701
0.001	0	-2	6.37709
0.001	0	-2	6.3679
0.001	0	-2	6.35941
0.001	0	-2	6.35158
0.001	0	-2	6.34435
0.001	0	-2	6.33645
0.001	0	-2	6.32911
0.001	0	-2	6.32233
0.001	0	-2	6.31614
0.001	0	-2	6.31051
0.001	0	-2	6.30542
0.001	0	-2	6.30084
0.001	0	-2	6.29673
0.001	0	-2	6.29301
0.001	0	-2	6.28963
0.001	0	-2	6.28532
0.001	0	-2	6.28129
0.001	0	-2	6.27759
0.001	0	-2	6.27421
0.001	0	-2	6.27117
0.001	0	-2	6.26846
0.001	0	-2	6.26606
0.001	0	-2	6.26393
0.001	0	-2	6.26205
0.001	0	-2	6.26035
0.001	0	-2	6.25763
0.001	0	-2	6.25508
0.001	0	-2	6.25272
0.001	0	-2	6.25056
0.001	0	-2	6.24862
0.001	0	-2	6.24688
0.001	0	-2	6.24533
0.001	0	-2	6.24395
0.001	0	-2	6.24268
0.001	0	-2	6.24148
0.001	0	-2	6.23906
0.001	0	-2	6.23672
0.001	0	-2	6.23449
0.001	0	-2	6.23241
0.001	0	-2	6.23052
0.001	0	-2	6.22883
0.001	0	-2	6.22733
0.001	0	-2	6.22603
0.001	0	-2	6.22489
0.001	0	-2	6.22389
0.001	0	-2	6.22183
0.001	0	-2	6.21992
0.001	0	-2	6.21819
0.001	0	-2	6.21669
0.001	0	-2	6.21542
0.001	0	-2	6.2144
0.001	0	-2	6.21362
0.001	0	-2	6.21304
0.001	0	-2	6.21265
0.001	0	-2	6.21238
0.001	0	-2	6.21106
0.001	0	-2	6.20985
0.001	0	-2	6.20879
0.001	0	-2	6.20791
0.001	0	-2	6.20721
0.001	0	-2	6.2067
0.001	0	-2	6.20637
0.001	0	-2	6.20619
0.001	0	-2	6.20613
0.001	0	-2	6.20616
0.001	0	-2	6.20498
0.001	0	-2	6.2039
0.001	0	-2	6.20297
0.001	0	-2	6.20225
0.001	0	-2	6.20177
0.001	0	-2	6.20154
0.001	0	-2	6.20157
0.001	0	-2	6.20185
0.001	0	-2	6.20234
0.001	0	-2	6.20302
0.001	0	-2	6.20285
0.001	0	-2	6.20282
0.001	0	-2	6.20295
0.001	0	-2	6.20323
0.001	0	-2	6.20364
0.001	0	-2	6.20416
0.001	0	-2	6.20476
0.001	0	-2	6.20537
0.001	0	-2	6.20595
0.001	0	-2	6.20644
0.001	0	-2	6.20541
0.001	0	-2	6.20429
0.001	0	-2	6.20314
0.001	0	-2	6.20203
0.001	0	-2	6.20099
0.001	0	-2	6.20007
0.001	0	-2	6.1993
0.001	0	-2	6.19869
0.001	0	-2	6.19824
0.001	0	-2	6.19795
0.001	0	-2	6.19686
0.001	0	-2	6.19595
0.001	0	-2	6.19524
0.001	0	-2	6.19475
0.001	0	-2	6.1945
0.001	0	-2	6.19445
0.001	0	-2	6.1946
0.001	0	-2	6.1949
0.001	0	-2	6.19529
0.001	0	-2	6.19573
0.001	0	-2	6.19482
0.001	0	-2	6.19394
0.001	0	-2	6.19314
0.001	0	-2	6.19246
0.001	0	-2	6.19193
0.001	0	-2	6.19158
0.001	0	-2	6.1914
0.001	0	-2	6.19141
0.001	0	-2	6.19157
0.001	0	-2	6.19187
0.001	0	-2	6.19126
0.001	0	-2	6.19079
0.001	0	-2	6.19048
0.001	0	-2	6.19035
0.001	0	-2	6.19041
0.001	0	-2	6.19066
0.001	0	-2	6.19106
0.001	0	-2	6.19159
0.001	0	-2	6.19219
0.001	0	-2	6.19283
0.001	0	-2	6.19219
0.001	0	-2	6.19157
0.001	0	-2	6.19101
0.001	0	-2	6.19053
0.001	0	-2	6.19016
0.001	0	-2	6.18992
0.001	0	-2	6.1898
0.001	0	-2	6.18981
0.001	0	-2	6.1899
0.001	0	-2	6.19006
0.001	0	-2	6.18915
0.001	0	-2	6.18831
0.001	0	-2	6.18759
0.001	0	-2	6.18703
0.001	0	-2	6.18663
0.001	0	-2	6.1864
0.001	0	-2	6.18634
0.001	0	-2	6.18642
0.001	0	-2	6.18662
0.001	0	-2	6.18687
0.001	0	-2	6.18601
0.001	0	-2	6.18519
0.001	0	-2	6.18447
0.001	0	-2	6.18386
0.001	0	-2	6.18337
0.001	0	-2	6.18302
0.001	0	-2	6.18279
0.001	0	-2	6.18265
0.001	0	-2	6.18259
0.001	0	-2	6.18257
0.001	0	-2	6.18137
0.001	0	-2	6.18021
0.001	0	-2	6.17914
0.001	0	-2	6.17821
0.001	0	-2	6.17745
0.001	0	-2	6.17686
0.001	0	-2	6.17646
0.001	0	-2	6.17625
0.001	0	-2	6.17619
0.001	0	-2	6.17627
0.001	0	-2	6.17531
0.001	0	-2	6.1745
0.001	0	-2	6.17389
0.001	0	-2	6.17351
0.001	0	-2	6.17338
0.001	0	-2	6.17352
0.001	0	-2	6.1739
0.001	0	-2	6.17452
0.001	0	-2	6.17533
0.001	0	-2	6.17628
0.001	0	-2	6.17624
0.001	0	-2	6.17631
0.001	0	-2	6.17652
0.001	0	-2	6.17689
0.001	0	-2	6.17741
0.001	0	-2	6.17808
0.001	0	-2	6.17888
0.001	0	-2	6.17977
0.001	0	-2	6.18072
0.001	0	-2	6.18167
0.001	0	-2	6.18133
0.001	0	-2	6.18101
0.001	0	-2	6.18075
0.001	0	-2	6.18062
0.001	0	-2	6.18064
0.001	0	-2	6.18085
0.001	0	-2	6.18124
0.001	0	-2	6.18182
0.001	0	-2	6.18256
0.001	0	-2	6.18344
0.001	0	-2	6.18346
0.001	0	-2	6.18361
0.001	0	-2	6.18391
0.001	0	-2	6.18436
0.001	0	-2	6.18496
0.001	0	-2	6.18569
0.001	0	-2	6.18653
0.001	0	-2	6.18744
0.001	0	-2	6.18836
0.001	0	-2	6.18925
0.001	0	-2	6.18867
0.001	0	-2	6.18806
0.001	0	-2	6.1875
0.001	0	-2	6.18704
0.001	0	-2	6.18672
0.001	0	-2	6.18659
0.001	0	-2	6.18667
0.001	0	-2	6.18696
0.001	0	-2	6.18745
0.001	0	-2	6.18812
0.001	0	-2	6.1881
0.001	0	-2	6.18825
0.001	0	-2	6.18857
0.001	0	-2	6.18907
0.001	0	-2	6.18972
0.001	0	-2	6.1905
0.001	0	-2	6.19136
0.001	0	-2	6.19225
0.001	0	-2	6.19313
0.001	0	-2	6.19391
0.001	0	-2	6.19309
0.001	0	-2	6.1922
0.001	0	-2	6.19131
0.001	0	-2	6.19049
0.001	0	-2	6.18979
0.001	0	-2	6.18928
0.001	0	-2	6.18899
0.001	0	-2	6.18894
0.001	0	-2	6.18914
0.001	0	-2	6.18958
0.001	0	-2	6.1894
0.001	0	-2	6.18946
0.001	0	-2	6.18981
0.001	0	-2	6.19042
0.001	0	-2	6.1913
0.001	0	-2	6.19241
0.001	0	-2	6.19371
0.001	0	-2	6.19512
0.001	0	-2	6.19659
0.001	0	-2	6.19802
0.001	0	-2	6.198
0.001	0	-2	6.19789
0.001	0	-2	6.19775
0.001	0	-2	6.1976
0.001	0	-2	6.19747
0.001	0	-2	6.19737
0.001	0	-2	6.19731
0.001	0	-2	6.19729
0.001	0	-2	6.19729
0.001	0	-2	6.1973
0.001	0	-2	6.19627
0.001	0	-2	6.19528
0.001	0	-2	6.19436
0.001	0	-2	6.19355
0.001	0	-2	6.19288
0.001	0	-2	6.19236
0.001	0	-2	6.19198
0.001	0	-2	6.19174
0.001	0	-2	6.19159
0.001	0	-2	6.1915
0.001	0	-2	6.19023
0.001	0	-2	6.18904
0.001	0	-2	6.18797
0.001	0	-2	6.18708
0.001	0	-2	6.18639
0.001	0	-2	6.18592
0.001	0	-2	6.18567
0.001	0	-2	6.18563
0.001	0	-2	6.18578
0.001	0	-2	6.18607
0.001	0	-2	6.18539
0.001	0	-2	6.18487
0.001	0	-2	6.18452
0.001	0	-2	6.18438
0.001	0	-2	6.18446
0.001	0	-2	6.18475
0.001	0	-2	6.18524
0.001	0	-2	6.18591
0.001	0	-2	6.18671
0.001	0	-2	6.18759
0.001	0	-2	6.18728
0.001	0	-2	6.18705
0.001	0	-2	6.18696
0.001	0	-2	6.18703
0.001	0	-2	6.1873
0.001	0	-2	6.18778
0.001	0	-2	6.18846
0.001	0	-2	6.18934
0.001	0	-2	6.19037
0.001	0	-2	6.19153
0.001	0	-2	6.19178
0.001	0	-2	6.19214
0.001	0	-2	6.19261
0.001	0	-2	6.19321
0.001	0	-2	6.19394
0.001	0	-2	6.19478
0.001	0	-2	6.19572
0.001	0	-2	6.19671
0.001	0	-2	6.19772
0.001	0	-2	6.19871
0.001	0	-2	6.19822
0.001	0	-2	6.19773
0.001	0	-2	6.19732
0.001	0	-2	6.19706
0.001	0	-2	6.197
0.001	0	-2	6.19718
0.001	0	-2	6.19764
0.001	0	-2	6.19837
0.001	0	-2	6.19937
0.001	0	-2	6.20061
0.001	0	-2	6.20127
0.001	0	-2	6.20215
0.001	0	-2	6.20323
0.001	0	-2	6.20449
0.001	0	-2	6.20591
0.001	0	-2	6.20743
0.001	0	-2	6.209
0.001	0	-2	6.21055
0.001	0	-2	6.21202
0.001	0	-2	6.21332
0.001	0	-2	6.21282
0.001	0	-2	6.21217
0.001	0	-2	6.21145
0.001	0	-2	6.21075
0.001	0	-2	6.21013
0.001	0	-2	6.20967
0.001	0	-2	6.20941
0.001	0	-2	6.20939
0.001	0	-2	6.20962
0.001	0	-2	6.21012
0.001	0	-2	6.21016
0.001	0	-2	6.21047
0.001	0	-2	6.21106
0.001	0	-2	6.21191
0.001	0	-2	6.21301
0.001	0	-2	6.2143
0.001	0	-2	6.21573
0.001	0	-2	6.21722
0.001	0	-2	6.21869
0.001	0	-2	6.22007
0.001	0	-2	6.21973
0.001	0	-2	6.21927
0.001	0	-2	6.21873
0.001	0	-2	6.21819
0.001	0	-2	6.21769
0.001	0	-2	6.21727
0.001	0	-2	6.21696
0.001	0	-2	6.2168
0.001	0	-2	6.21678
0.001	0	-2	6.21691
0.001	0	-2	6.21631
0.001	0	-2	6.21589
0.001	0	-2	6.21567
0.001	0	-2	6.21569
0.001	0	-2	6.21594
0.001	0	-2	6.21642
0.001	0	-2	6.21709
0.001	0	-2	6.21792
0.001	0	-2	6.21886
0.001	0	-2	6.21984
0.001	0	-2	6.21949
0.001	0	-2	6.21917
0.001	0	-2	6.21894
0.001	0	-2	6.21882
0.001	0	-2	6.21887
0.001	0	-2	6.21909
0.001	0	-2	6.2195
0.001	0	-2	6.22011
0.001	0	-2	6.22089
0.001	0	-2	6.22182
0.001	0	-2	6.22179
0.001	0	-2	6.22194
0.001	0	-2	6.22232
0.001	0	-2	6.22295
0.001	0	-2	6.22387
0.001	0	-2	6.22508
0.001	0	-2	6.22656
0.001	0	-2	6.22828
0.001	0	-2	6.2302
0.001	0	-2	6.23228
0.001	0	-2	6.23334
0.001	0	-2	6.2345
0.001	0	-2	6.2358
0.001	0	-2	6.23722
0.001	0	-2	6.23877
0.001	0	-2	6.24043
0.001	0	-2	6.24218
0.001	0	-2	6.24398
0.001	0	-2	6.24578
0.001	0	-2	6.24754
0.001	0	-2	6.24791
0.001	0	-2	6.24825
0.001	0	-2	6.24862
0.001	0	-2	6.24906
0.001	0	-2	6.24962
0.001	0	-2	6.25032
0.001	0	-2	6.2512
0.001	0	-2	6.25223
0.001	0	-2	6.25343
0.001	0	-2	6.25475
0.001	0	-2	6.25521
0.001	0	-2	6.2558
0.001	0	-2	6.25654
0.001	0	-2	6.25745
0.001	0	-2	6.25853
0.001	0	-2	6.25976
0.001	0	-2	6.26111
0.001	0	-2	6.26255
0.001	0	-2	6.26402
0.001	0	-2	6.26548
0.001	0	-2	6.26549
0.001	0	-2	6.2655
0.001	0	-2	6.26556
0.001	0	-2	6.26572
0.001	0	-2	6.26604
0.001	0	-2	6.26654
0.001	0	-2	6.26725
0.001	0	-2	6.26817
0.001	0	-2	6.2693
