dt	dhsl	Mode	pCa
0.0005	0	-2	6.25675
0.0005	0	-2	6.25716
0.0005	0	-2	6.25761
0.0005	0	-2	6.25811
0.0005	0	-2	6.25866
0.0005	0	-2	6.25927
0.0005	0	-2	6.25993
0.0005	0	-2	6.26065
0.0005	0	-2	6.26143
0.0005	0	-2	6.26226
0.0005	0	-2	6.26315
0.0005	0	-2	6.26410
0.0005	0	-2	6.26509
0.0005	0	-2	6.26613
0.0005	0	-2	6.26721
0.0005	0	-2	6.26781
0.0005	0	-2	6.26845
0.0005	0	-2	6.26913
0.0005	0	-2	6.26986
0.0005	0	-2	6.27065
0.0005	0	-2	6.27148
0.0005	0	-2	6.27237
0.0005	0	-2	6.27331
0.0005	0	-2	6.27430
0.0005	0	-2	6.27534
0.0005	0	-2	6.27642
0.0005	0	-2	6.27755
0.0005	0	-2	6.27872
0.0005	0	-2	6.27991
0.0005	0	-2	6.28114
0.0005	0	-2	6.28237
0.0005	0	-2	6.28362
0.0005	0	-2	6.28487
0.0005	0	-2	6.28612
0.0005	0	-2	6.28734
0.0005	0	-2	6.28792
0.0005	0	-2	6.28848
0.0005	0	-2	6.28902
0.0005	0	-2	6.28954
0.0005	0	-2	6.29006
0.0005	0	-2	6.29056
0.0005	0	-2	6.29106
0.0005	0	-2	6.29155
0.0005	0	-2	6.29204
0.0005	0	-2	6.29252
0.0005	0	-2	6.29301
0.0005	0	-2	6.29349
0.0005	0	-2	6.29397
0.0005	0	-2	6.29444
0.0005	0	-2	6.29491
0.0005	0	-2	6.29537
0.0005	0	-2	6.29581
0.0005	0	-2	6.29624
0.0005	0	-2	6.29666
0.0005	0	-2	6.29704
0.0005	0	-2	6.29681
0.0005	0	-2	6.29656
0.0005	0	-2	6.29629
0.0005	0	-2	6.29603
0.0005	0	-2	6.29577
0.0005	0	-2	6.29552
0.0005	0	-2	6.29529
0.0005	0	-2	6.29509
0.0005	0	-2	6.29492
0.0005	0	-2	6.29478
0.0005	0	-2	6.29468
0.0005	0	-2	6.29461
0.0005	0	-2	6.29459
0.0005	0	-2	6.29461
0.0005	0	-2	6.29467
0.0005	0	-2	6.29477
0.0005	0	-2	6.29490
0.0005	0	-2	6.29507
0.0005	0	-2	6.29527
0.0005	0	-2	6.29549
0.0005	0	-2	6.29521
0.0005	0	-2	6.29495
0.0005	0	-2	6.29472
0.0005	0	-2	6.29453
0.0005	0	-2	6.29438
0.0005	0	-2	6.29427
0.0005	0	-2	6.29421
0.0005	0	-2	6.29419
0.0005	0	-2	6.29422
0.0005	0	-2	6.29430
0.0005	0	-2	6.29443
0.0005	0	-2	6.29460
0.0005	0	-2	6.29482
0.0005	0	-2	6.29507
0.0005	0	-2	6.29536
0.0005	0	-2	6.29568
0.0005	0	-2	6.29603
0.0005	0	-2	6.29639
0.0005	0	-2	6.29677
0.0005	0	-2	6.29715
0.0005	0	-2	6.29689
0.0005	0	-2	6.29663
0.0005	0	-2	6.29639
0.0005	0	-2	6.29617
0.0005	0	-2	6.29599
0.0005	0	-2	6.29584
0.0005	0	-2	6.29573
0.0005	0	-2	6.29567
0.0005	0	-2	6.29566
0.0005	0	-2	6.29571
0.0005	0	-2	6.29582
0.0005	0	-2	6.29599
0.0005	0	-2	6.29622
0.0005	0	-2	6.29651
0.0005	0	-2	6.29687
0.0005	0	-2	6.29729
0.0005	0	-2	6.29777
0.0005	0	-2	6.29830
0.0005	0	-2	6.29889
0.0005	0	-2	6.29953
0.0005	0	-2	6.29965
0.0005	0	-2	6.29983
0.0005	0	-2	6.30006
0.0005	0	-2	6.30035
0.0005	0	-2	6.30071
0.0005	0	-2	6.30114
0.0005	0	-2	6.30164
0.0005	0	-2	6.30221
0.0005	0	-2	6.30285
0.0005	0	-2	6.30357
0.0005	0	-2	6.30436
0.0005	0	-2	6.30522
0.0005	0	-2	6.30614
0.0005	0	-2	6.30713
0.0005	0	-2	6.30816
0.0005	0	-2	6.30925
0.0005	0	-2	6.31038
0.0005	0	-2	6.31154
0.0005	0	-2	6.31273
0.0005	0	-2	6.31393
0.0005	0	-2	6.31459
0.0005	0	-2	6.31526
0.0005	0	-2	6.31594
0.0005	0	-2	6.31663
0.0005	0	-2	6.31734
0.0005	0	-2	6.31805
0.0005	0	-2	6.31878
0.0005	0	-2	6.31952
0.0005	0	-2	6.32027
0.0005	0	-2	6.32102
0.0005	0	-2	6.32179
0.0005	0	-2	6.32256
0.0005	0	-2	6.32333
0.0005	0	-2	6.32409
0.0005	0	-2	6.32485
0.0005	0	-2	6.32560
0.0005	0	-2	6.32634
0.0005	0	-2	6.32706
0.0005	0	-2	6.32775
0.0005	0	-2	6.32842
0.0005	0	-2	6.32833
0.0005	0	-2	6.32823
0.0005	0	-2	6.32811
0.0005	0	-2	6.32800
0.0005	0	-2	6.32791
0.0005	0	-2	6.32784
0.0005	0	-2	6.32780
0.0005	0	-2	6.32781
0.0005	0	-2	6.32788
0.0005	0	-2	6.32801
0.0005	0	-2	6.32820
0.0005	0	-2	6.32847
0.0005	0	-2	6.32882
0.0005	0	-2	6.32926
0.0005	0	-2	6.32977
0.0005	0	-2	6.33037
0.0005	0	-2	6.33106
0.0005	0	-2	6.33183
0.0005	0	-2	6.33268
0.0005	0	-2	6.33360
0.0005	0	-2	6.33420
0.0005	0	-2	6.33488
0.0005	0	-2	6.33562
0.0005	0	-2	6.33644
0.0005	0	-2	6.33732
0.0005	0	-2	6.33828
0.0005	0	-2	6.33929
0.0005	0	-2	6.34036
0.0005	0	-2	6.34148
0.0005	0	-2	6.34265
0.0005	0	-2	6.34385
0.0005	0	-2	6.34508
0.0005	0	-2	6.34632
0.0005	0	-2	6.34757
0.0005	0	-2	6.34881
0.0005	0	-2	6.35004
0.0005	0	-2	6.35124
0.0005	0	-2	6.35240
0.0005	0	-2	6.35351
0.0005	0	-2	6.35456
0.0005	0	-2	6.35474
0.0005	0	-2	6.35485
0.0005	0	-2	6.35490
0.0005	0	-2	6.35490
0.0005	0	-2	6.35486
0.0005	0	-2	6.35478
0.0005	0	-2	6.35468
0.0005	0	-2	6.35455
0.0005	0	-2	6.35442
0.0005	0	-2	6.35428
0.0005	0	-2	6.35414
0.0005	0	-2	6.35402
0.0005	0	-2	6.35390
0.0005	0	-2	6.35380
0.0005	0	-2	6.35373
0.0005	0	-2	6.35368
0.0005	0	-2	6.35366
0.0005	0	-2	6.35366
0.0005	0	-2	6.35370
0.0005	0	-2	6.35376
0.0005	0	-2	6.35342
0.0005	0	-2	6.35311
0.0005	0	-2	6.35285
0.0005	0	-2	6.35263
0.0005	0	-2	6.35247
0.0005	0	-2	6.35237
0.0005	0	-2	6.35232
0.0005	0	-2	6.35234
0.0005	0	-2	6.35243
0.0005	0	-2	6.35257
0.0005	0	-2	6.35278
0.0005	0	-2	6.35304
0.0005	0	-2	6.35336
0.0005	0	-2	6.35372
0.0005	0	-2	6.35414
0.0005	0	-2	6.35458
0.0005	0	-2	6.35506
0.0005	0	-2	6.35556
0.0005	0	-2	6.35608
0.0005	0	-2	6.35660
0.0005	0	-2	6.35648
0.0005	0	-2	6.35637
0.0005	0	-2	6.35626
0.0005	0	-2	6.35616
0.0005	0	-2	6.35607
0.0005	0	-2	6.35601
0.0005	0	-2	6.35596
0.0005	0	-2	6.35594
0.0005	0	-2	6.35594
0.0005	0	-2	6.35598
0.0005	0	-2	6.35604
0.0005	0	-2	6.35613
0.0005	0	-2	6.35625
0.0005	0	-2	6.35640
0.0005	0	-2	6.35659
0.0005	0	-2	6.35679
0.0005	0	-2	6.35703
0.0005	0	-2	6.35729
0.0005	0	-2	6.35757
0.0005	0	-2	6.35787
0.0005	0	-2	6.35749
0.0005	0	-2	6.35714
0.0005	0	-2	6.35683
0.0005	0	-2	6.35657
0.0005	0	-2	6.35637
0.0005	0	-2	6.35624
0.0005	0	-2	6.35619
0.0005	0	-2	6.35624
0.0005	0	-2	6.35637
0.0005	0	-2	6.35661
0.0005	0	-2	6.35696
0.0005	0	-2	6.35741
0.0005	0	-2	6.35797
0.0005	0	-2	6.35864
0.0005	0	-2	6.35942
0.0005	0	-2	6.36031
0.0005	0	-2	6.36130
0.0005	0	-2	6.36239
0.0005	0	-2	6.36356
0.0005	0	-2	6.36481
0.0005	0	-2	6.36579
0.0005	0	-2	6.36684
0.0005	0	-2	6.36794
0.0005	0	-2	6.36911
0.0005	0	-2	6.37033
0.0005	0	-2	6.37159
0.0005	0	-2	6.37290
0.0005	0	-2	6.37422
0.0005	0	-2	6.37557
0.0005	0	-2	6.37692
0.0005	0	-2	6.37827
0.0005	0	-2	6.37960
0.0005	0	-2	6.38091
0.0005	0	-2	6.38217
0.0005	0	-2	6.38339
0.0005	0	-2	6.38454
0.0005	0	-2	6.38561
0.0005	0	-2	6.38660
0.0005	0	-2	6.38750
0.0005	0	-2	6.38829
0.0005	0	-2	6.38804
0.0005	0	-2	6.38769
0.0005	0	-2	6.38725
0.0005	0	-2	6.38674
0.0005	0	-2	6.38617
0.0005	0	-2	6.38555
0.0005	0	-2	6.38490
0.0005	0	-2	6.38424
0.0005	0	-2	6.38359
0.0005	0	-2	6.38294
0.0005	0	-2	6.38233
0.0005	0	-2	6.38176
0.0005	0	-2	6.38124
0.0005	0	-2	6.38079
0.0005	0	-2	6.38042
0.0005	0	-2	6.38012
0.0005	0	-2	6.37992
0.0005	0	-2	6.37982
0.0005	0	-2	6.37982
0.0005	0	-2	6.37992
0.0005	0	-2	6.37989
0.0005	0	-2	6.37996
0.0005	0	-2	6.38015
0.0005	0	-2	6.38046
0.0005	0	-2	6.38088
0.0005	0	-2	6.38142
0.0005	0	-2	6.38207
0.0005	0	-2	6.38283
0.0005	0	-2	6.38370
0.0005	0	-2	6.38466
0.0005	0	-2	6.38571
0.0005	0	-2	6.38683
0.0005	0	-2	6.38802
0.0005	0	-2	6.38927
0.0005	0	-2	6.39056
0.0005	0	-2	6.39188
0.0005	0	-2	6.39321
0.0005	0	-2	6.39454
0.0005	0	-2	6.39586
0.0005	0	-2	6.39716
0.0005	0	-2	6.39751
0.0005	0	-2	6.39783
0.0005	0	-2	6.39812
0.0005	0	-2	6.39840
0.0005	0	-2	6.39865
0.0005	0	-2	6.39891
0.0005	0	-2	6.39916
0.0005	0	-2	6.39942
0.0005	0	-2	6.39970
0.0005	0	-2	6.40000
0.0005	0	-2	6.40032
0.0005	0	-2	6.40067
0.0005	0	-2	6.40105
0.0005	0	-2	6.40147
0.0005	0	-2	6.40192
0.0005	0	-2	6.40242
0.0005	0	-2	6.40295
0.0005	0	-2	6.40352
0.0005	0	-2	6.40413
0.0005	0	-2	6.40477
0.0005	0	-2	6.40509
0.0005	0	-2	6.40544
0.0005	0	-2	6.40583
0.0005	0	-2	6.40626
0.0005	0	-2	6.40672
0.0005	0	-2	6.40722
0.0005	0	-2	6.40776
0.0005	0	-2	6.40833
0.0005	0	-2	6.40893
0.0005	0	-2	6.40956
0.0005	0	-2	6.41021
0.0005	0	-2	6.41087
0.0005	0	-2	6.41155
0.0005	0	-2	6.41222
0.0005	0	-2	6.41288
0.0005	0	-2	6.41354
0.0005	0	-2	6.41416
0.0005	0	-2	6.41476
0.0005	0	-2	6.41531
0.0005	0	-2	6.41582
0.0005	0	-2	6.41550
0.0005	0	-2	6.41513
0.0005	0	-2	6.41472
0.0005	0	-2	6.41428
0.0005	0	-2	6.41382
0.0005	0	-2	6.41335
0.0005	0	-2	6.41288
0.0005	0	-2	6.41241
0.0005	0	-2	6.41196
0.0005	0	-2	6.41153
0.0005	0	-2	6.41113
0.0005	0	-2	6.41076
0.0005	0	-2	6.41044
0.0005	0	-2	6.41017
0.0005	0	-2	6.40995
0.0005	0	-2	6.40978
0.0005	0	-2	6.40967
0.0005	0	-2	6.40962
0.0005	0	-2	6.40964
0.0005	0	-2	6.40971
0.0005	0	-2	6.40936
0.0005	0	-2	6.40908
0.0005	0	-2	6.40888
0.0005	0	-2	6.40876
0.0005	0	-2	6.40874
0.0005	0	-2	6.40881
0.0005	0	-2	6.40899
0.0005	0	-2	6.40928
0.0005	0	-2	6.40967
0.0005	0	-2	6.41016
0.0005	0	-2	6.41077
0.0005	0	-2	6.41148
0.0005	0	-2	6.41229
0.0005	0	-2	6.41321
0.0005	0	-2	6.41421
0.0005	0	-2	6.41530
0.0005	0	-2	6.41646
0.0005	0	-2	6.41770
0.0005	0	-2	6.41900
0.0005	0	-2	6.42035
0.0005	0	-2	6.42107
0.0005	0	-2	6.42183
0.0005	0	-2	6.42264
0.0005	0	-2	6.42350
0.0005	0	-2	6.42442
0.0005	0	-2	6.42539
0.0005	0	-2	6.42641
0.0005	0	-2	6.42749
0.0005	0	-2	6.42862
0.0005	0	-2	6.42981
0.0005	0	-2	6.43104
0.0005	0	-2	6.43232
0.0005	0	-2	6.43364
0.0005	0	-2	6.43499
0.0005	0	-2	6.43638
0.0005	0	-2	6.43779
0.0005	0	-2	6.43921
0.0005	0	-2	6.44064
0.0005	0	-2	6.44207
0.0005	0	-2	6.44349
0.0005	0	-2	6.44435
0.0005	0	-2	6.44519
0.0005	0	-2	6.44602
0.0005	0	-2	6.44683
0.0005	0	-2	6.44762
0.0005	0	-2	6.44840
0.0005	0	-2	6.44916
0.0005	0	-2	6.44991
0.0005	0	-2	6.45064
0.0005	0	-2	6.45135
0.0005	0	-2	6.45205
0.0005	0	-2	6.45272
0.0005	0	-2	6.45336
0.0005	0	-2	6.45398
0.0005	0	-2	6.45456
0.0005	0	-2	6.45511
0.0005	0	-2	6.45561
0.0005	0	-2	6.45607
0.0005	0	-2	6.45649
0.0005	0	-2	6.45685
0.0005	0	-2	6.45646
0.0005	0	-2	6.45604
0.0005	0	-2	6.45557
0.0005	0	-2	6.45509
0.0005	0	-2	6.45458
0.0005	0	-2	6.45408
0.0005	0	-2	6.45358
0.0005	0	-2	6.45310
0.0005	0	-2	6.45265
0.0005	0	-2	6.45223
0.0005	0	-2	6.45185
0.0005	0	-2	6.45152
0.0005	0	-2	6.45124
0.0005	0	-2	6.45102
0.0005	0	-2	6.45086
0.0005	0	-2	6.45077
0.0005	0	-2	6.45074
0.0005	0	-2	6.45078
0.0005	0	-2	6.45088
0.0005	0	-2	6.45105
0.0005	0	-2	6.45080
0.0005	0	-2	6.45061
0.0005	0	-2	6.45051
0.0005	0	-2	6.45049
0.0005	0	-2	6.45055
0.0005	0	-2	6.45071
0.0005	0	-2	6.45097
0.0005	0	-2	6.45132
0.0005	0	-2	6.45177
0.0005	0	-2	6.45232
0.0005	0	-2	6.45296
0.0005	0	-2	6.45370
0.0005	0	-2	6.45452
0.0005	0	-2	6.45543
0.0005	0	-2	6.45642
0.0005	0	-2	6.45747
0.0005	0	-2	6.45859
0.0005	0	-2	6.45977
0.0005	0	-2	6.46099
0.0005	0	-2	6.46225
0.0005	0	-2	6.46281
0.0005	0	-2	6.46340
0.0005	0	-2	6.46403
0.0005	0	-2	6.46471
0.0005	0	-2	6.46544
0.0005	0	-2	6.46622
0.0005	0	-2	6.46707
0.0005	0	-2	6.46798
0.0005	0	-2	6.46895
0.0005	0	-2	6.46999
0.0005	0	-2	6.47110
0.0005	0	-2	6.47227
0.0005	0	-2	6.47351
0.0005	0	-2	6.47481
0.0005	0	-2	6.47617
0.0005	0	-2	6.47758
0.0005	0	-2	6.47904
0.0005	0	-2	6.48054
0.0005	0	-2	6.48207
0.0005	0	-2	6.48363
0.0005	0	-2	6.48475
0.0005	0	-2	6.48588
0.0005	0	-2	6.48703
0.0005	0	-2	6.48819
0.0005	0	-2	6.48936
0.0005	0	-2	6.49055
0.0005	0	-2	6.49174
0.0005	0	-2	6.49294
0.0005	0	-2	6.49413
0.0005	0	-2	6.49531
0.0005	0	-2	6.49649
0.0005	0	-2	6.49764
0.0005	0	-2	6.49876
0.0005	0	-2	6.49985
0.0005	0	-2	6.50090
0.0005	0	-2	6.50189
0.0005	0	-2	6.50282
0.0005	0	-2	6.50369
0.0005	0	-2	6.50448
0.0005	0	-2	6.50518
0.0005	0	-2	6.50504
0.0005	0	-2	6.50481
0.0005	0	-2	6.50450
0.0005	0	-2	6.50414
0.0005	0	-2	6.50371
0.0005	0	-2	6.50324
0.0005	0	-2	6.50274
0.0005	0	-2	6.50221
0.0005	0	-2	6.50166
0.0005	0	-2	6.50110
0.0005	0	-2	6.50053
0.0005	0	-2	6.49997
0.0005	0	-2	6.49943
0.0005	0	-2	6.49889
0.0005	0	-2	6.49838
0.0005	0	-2	6.49789
0.0005	0	-2	6.49743
0.0005	0	-2	6.49699
0.0005	0	-2	6.49659
0.0005	0	-2	6.49621
0.0005	0	-2	6.49542
0.0005	0	-2	6.49467
0.0005	0	-2	6.49397
0.0005	0	-2	6.49331
0.0005	0	-2	6.49271
0.0005	0	-2	6.49217
0.0005	0	-2	6.49169
0.0005	0	-2	6.49128
0.0005	0	-2	6.49094
0.0005	0	-2	6.49066
0.0005	0	-2	6.49045
0.0005	0	-2	6.49030
0.0005	0	-2	6.49022
0.0005	0	-2	6.49019
0.0005	0	-2	6.49022
0.0005	0	-2	6.49030
0.0005	0	-2	6.49042
0.0005	0	-2	6.49058
0.0005	0	-2	6.49076
0.0005	0	-2	6.49098
0.0005	0	-2	6.49044
0.0005	0	-2	6.48993
0.0005	0	-2	6.48945
0.0005	0	-2	6.48903
0.0005	0	-2	6.48865
0.0005	0	-2	6.48834
0.0005	0	-2	6.48810
0.0005	0	-2	6.48794
0.0005	0	-2	6.48786
0.0005	0	-2	6.48787
0.0005	0	-2	6.48797
0.0005	0	-2	6.48817
0.0005	0	-2	6.48847
0.0005	0	-2	6.48887
0.0005	0	-2	6.48936
0.0005	0	-2	6.48996
0.0005	0	-2	6.49065
0.0005	0	-2	6.49144
0.0005	0	-2	6.49231
0.0005	0	-2	6.49327
0.0005	0	-2	6.49384
0.0005	0	-2	6.49450
0.0005	0	-2	6.49523
0.0005	0	-2	6.49605
0.0005	0	-2	6.49695
0.0005	0	-2	6.49792
0.0005	0	-2	6.49897
0.0005	0	-2	6.50010
0.0005	0	-2	6.50129
0.0005	0	-2	6.50255
0.0005	0	-2	6.50386
0.0005	0	-2	6.50522
0.0005	0	-2	6.50662
0.0005	0	-2	6.50805
0.0005	0	-2	6.50950
0.0005	0	-2	6.51096
0.0005	0	-2	6.51243
0.0005	0	-2	6.51388
0.0005	0	-2	6.51531
0.0005	0	-2	6.51671
0.0005	0	-2	6.51731
0.0005	0	-2	6.51788
0.0005	0	-2	6.51842
0.0005	0	-2	6.51892
0.0005	0	-2	6.51941
0.0005	0	-2	6.51988
0.0005	0	-2	6.52033
0.0005	0	-2	6.52078
0.0005	0	-2	6.52122
0.0005	0	-2	6.52166
0.0005	0	-2	6.52211
0.0005	0	-2	6.52256
0.0005	0	-2	6.52302
0.0005	0	-2	6.52348
0.0005	0	-2	6.52395
0.0005	0	-2	6.52443
0.0005	0	-2	6.52491
0.0005	0	-2	6.52540
0.0005	0	-2	6.52589
0.0005	0	-2	6.52638
0.0005	0	-2	6.52640
0.0005	0	-2	6.52643
0.0005	0	-2	6.52646
0.0005	0	-2	6.52650
0.0005	0	-2	6.52655
0.0005	0	-2	6.52662
0.0005	0	-2	6.52670
0.0005	0	-2	6.52680
0.0005	0	-2	6.52693
0.0005	0	-2	6.52707
0.0005	0	-2	6.52723
0.0005	0	-2	6.52741
0.0005	0	-2	6.52760
0.0005	0	-2	6.52781
0.0005	0	-2	6.52802
0.0005	0	-2	6.52824
0.0005	0	-2	6.52846
0.0005	0	-2	6.52868
0.0005	0	-2	6.52889
0.0005	0	-2	6.52908
0.0005	0	-2	6.52848
0.0005	0	-2	6.52787
0.0005	0	-2	6.52727
0.0005	0	-2	6.52669
0.0005	0	-2	6.52614
0.0005	0	-2	6.52563
0.0005	0	-2	6.52518
0.0005	0	-2	6.52479
0.0005	0	-2	6.52447
0.0005	0	-2	6.52424
0.0005	0	-2	6.52409
0.0005	0	-2	6.52403
0.0005	0	-2	6.52408
0.0005	0	-2	6.52422
0.0005	0	-2	6.52447
0.0005	0	-2	6.52482
0.0005	0	-2	6.52528
0.0005	0	-2	6.52584
0.0005	0	-2	6.52649
0.0005	0	-2	6.52725
0.0005	0	-2	6.52767
0.0005	0	-2	6.52819
0.0005	0	-2	6.52880
0.0005	0	-2	6.52950
0.0005	0	-2	6.53029
0.0005	0	-2	6.53116
0.0005	0	-2	6.53212
0.0005	0	-2	6.53316
0.0005	0	-2	6.53426
0.0005	0	-2	6.53544
0.0005	0	-2	6.53667
0.0005	0	-2	6.53794
0.0005	0	-2	6.53925
0.0005	0	-2	6.54059
0.0005	0	-2	6.54194
0.0005	0	-2	6.54329
0.0005	0	-2	6.54463
0.0005	0	-2	6.54595
0.0005	0	-2	6.54724
0.0005	0	-2	6.54847
0.0005	0	-2	6.54883
0.0005	0	-2	6.54914
0.0005	0	-2	6.54940
0.0005	0	-2	6.54962
0.0005	0	-2	6.54981
0.0005	0	-2	6.54996
0.0005	0	-2	6.55009
0.0005	0	-2	6.55021
0.0005	0	-2	6.55031
0.0005	0	-2	6.55041
0.0005	0	-2	6.55051
0.0005	0	-2	6.55061
0.0005	0	-2	6.55072
0.0005	0	-2	6.55084
0.0005	0	-2	6.55096
0.0005	0	-2	6.55110
0.0005	0	-2	6.55125
0.0005	0	-2	6.55142
0.0005	0	-2	6.55159
0.0005	0	-2	6.55177
0.0005	0	-2	6.55154
0.0005	0	-2	6.55132
0.0005	0	-2	6.55112
0.0005	0	-2	6.55094
0.0005	0	-2	6.55078
0.0005	0	-2	6.55065
0.0005	0	-2	6.55055
0.0005	0	-2	6.55048
0.0005	0	-2	6.55043
0.0005	0	-2	6.55041
0.0005	0	-2	6.55042
0.0005	0	-2	6.55045
0.0005	0	-2	6.55051
0.0005	0	-2	6.55057
0.0005	0	-2	6.55065
0.0005	0	-2	6.55074
0.0005	0	-2	6.55083
0.0005	0	-2	6.55091
0.0005	0	-2	6.55099
0.0005	0	-2	6.55104
0.0005	0	-2	6.55031
0.0005	0	-2	6.54956
0.0005	0	-2	6.54881
0.0005	0	-2	6.54808
0.0005	0	-2	6.54737
0.0005	0	-2	6.54669
0.0005	0	-2	6.54606
0.0005	0	-2	6.54548
0.0005	0	-2	6.54496
0.0005	0	-2	6.54451
0.0005	0	-2	6.54414
0.0005	0	-2	6.54386
0.0005	0	-2	6.54366
0.0005	0	-2	6.54356
0.0005	0	-2	6.54356
0.0005	0	-2	6.54366
0.0005	0	-2	6.54386
0.0005	0	-2	6.54416
0.0005	0	-2	6.54456
0.0005	0	-2	6.54506
0.0005	0	-2	6.54515
0.0005	0	-2	6.54536
0.0005	0	-2	6.54566
0.0005	0	-2	6.54609
0.0005	0	-2	6.54663
0.0005	0	-2	6.54728
0.0005	0	-2	6.54806
0.0005	0	-2	6.54896
0.0005	0	-2	6.54998
0.0005	0	-2	6.55111
0.0005	0	-2	6.55235
0.0005	0	-2	6.55370
0.0005	0	-2	6.55515
0.0005	0	-2	6.55669
0.0005	0	-2	6.55832
0.0005	0	-2	6.56002
0.0005	0	-2	6.56178
0.0005	0	-2	6.56359
0.0005	0	-2	6.56545
0.0005	0	-2	6.56733
0.0005	0	-2	6.56856
0.0005	0	-2	6.56980
0.0005	0	-2	6.57107
0.0005	0	-2	6.57235
0.0005	0	-2	6.57365
0.0005	0	-2	6.57497
0.0005	0	-2	6.57631
0.0005	0	-2	6.57767
0.0005	0	-2	6.57904
0.0005	0	-2	6.58043
0.0005	0	-2	6.58183
0.0005	0	-2	6.58324
0.0005	0	-2	6.58466
0.0005	0	-2	6.58607
0.0005	0	-2	6.58748
0.0005	0	-2	6.58888
0.0005	0	-2	6.59026
0.0005	0	-2	6.59162
0.0005	0	-2	6.59295
0.0005	0	-2	6.59425
0.0005	0	-2	6.59489
0.0005	0	-2	6.59550
0.0005	0	-2	6.59608
0.0005	0	-2	6.59663
0.0005	0	-2	6.59716
0.0005	0	-2	6.59768
0.0005	0	-2	6.59819
0.0005	0	-2	6.59869
0.0005	0	-2	6.59920
0.0005	0	-2	6.59970
0.0005	0	-2	6.60021
0.0005	0	-2	6.60072
0.0005	0	-2	6.60124
0.0005	0	-2	6.60175
0.0005	0	-2	6.60228
0.0005	0	-2	6.60280
0.0005	0	-2	6.60332
0.0005	0	-2	6.60383
0.0005	0	-2	6.60434
0.0005	0	-2	6.60483
0.0005	0	-2	6.60472
0.0005	0	-2	6.60461
0.0005	0	-2	6.60449
0.0005	0	-2	6.60437
0.0005	0	-2	6.60426
0.0005	0	-2	6.60417
0.0005	0	-2	6.60409
0.0005	0	-2	6.60403
0.0005	0	-2	6.60400
0.0005	0	-2	6.60399
0.0005	0	-2	6.60401
0.0005	0	-2	6.60406
0.0005	0	-2	6.60413
0.0005	0	-2	6.60423
0.0005	0	-2	6.60435
0.0005	0	-2	6.60449
0.0005	0	-2	6.60465
0.0005	0	-2	6.60482
0.0005	0	-2	6.60499
0.0005	0	-2	6.60517
0.0005	0	-2	6.60468
0.0005	0	-2	6.60420
0.0005	0	-2	6.60373
0.0005	0	-2	6.60328
0.0005	0	-2	6.60286
0.0005	0	-2	6.60248
0.0005	0	-2	6.60214
0.0005	0	-2	6.60184
0.0005	0	-2	6.60160
0.0005	0	-2	6.60141
0.0005	0	-2	6.60128
0.0005	0	-2	6.60122
0.0005	0	-2	6.60121
0.0005	0	-2	6.60126
0.0005	0	-2	6.60137
0.0005	0	-2	6.60153
0.0005	0	-2	6.60175
0.0005	0	-2	6.60202
0.0005	0	-2	6.60234
0.0005	0	-2	6.60270
0.0005	0	-2	6.60252
0.0005	0	-2	6.60239
0.0005	0	-2	6.60230
0.0005	0	-2	6.60226
0.0005	0	-2	6.60228
0.0005	0	-2	6.60235
0.0005	0	-2	6.60248
0.0005	0	-2	6.60267
0.0005	0	-2	6.60293
0.0005	0	-2	6.60324
0.0005	0	-2	6.60361
0.0005	0	-2	6.60404
0.0005	0	-2	6.60452
0.0005	0	-2	6.60505
0.0005	0	-2	6.60563
0.0005	0	-2	6.60624
0.0005	0	-2	6.60689
0.0005	0	-2	6.60756
0.0005	0	-2	6.60826
0.0005	0	-2	6.60896
0.0005	0	-2	6.60901
0.0005	0	-2	6.60908
0.0005	0	-2	6.60916
0.0005	0	-2	6.60926
0.0005	0	-2	6.60939
0.0005	0	-2	6.60955
0.0005	0	-2	6.60975
0.0005	0	-2	6.60999
0.0005	0	-2	6.61028
0.0005	0	-2	6.61061
0.0005	0	-2	6.61100
0.0005	0	-2	6.61143
0.0005	0	-2	6.61191
0.0005	0	-2	6.61244
0.0005	0	-2	6.61301
0.0005	0	-2	6.61363
0.0005	0	-2	6.61429
0.0005	0	-2	6.61498
0.0005	0	-2	6.61570
0.0005	0	-2	6.61645
0.0005	0	-2	6.61664
0.0005	0	-2	6.61686
0.0005	0	-2	6.61710
0.0005	0	-2	6.61739
0.0005	0	-2	6.61772
0.0005	0	-2	6.61809
0.0005	0	-2	6.61852
0.0005	0	-2	6.61899
0.0005	0	-2	6.61952
0.0005	0	-2	6.62010
0.0005	0	-2	6.62074
0.0005	0	-2	6.62143
0.0005	0	-2	6.62216
0.0005	0	-2	6.62294
0.0005	0	-2	6.62377
0.0005	0	-2	6.62463
0.0005	0	-2	6.62552
0.0005	0	-2	6.62643
0.0005	0	-2	6.62737
0.0005	0	-2	6.62831
0.0005	0	-2	6.62863
0.0005	0	-2	6.62895
0.0005	0	-2	6.62929
0.0005	0	-2	6.62964
0.0005	0	-2	6.63002
0.0005	0	-2	6.63043
0.0005	0	-2	6.63086
0.0005	0	-2	6.63132
0.0005	0	-2	6.63182
0.0005	0	-2	6.63235
0.0005	0	-2	6.63291
0.0005	0	-2	6.63351
0.0005	0	-2	6.63413
0.0005	0	-2	6.63479
0.0005	0	-2	6.63547
0.0005	0	-2	6.63617
0.0005	0	-2	6.63689
